,text,sentiment_score,sentiment_category
5405,st march confirmed case death breakdown case state real time please see http co zqrpneofet currently lagos fct ogun enugu ekiti oyo edo bauchi osun river benue kaduna,-1.0,negative
5406,india image show tablighi jamaat member beaten uttar pradesh police misbehaving nurse ghaziabad quarantine covid suspected case,-5.0,negative
5407,nz covid tracer recorded registered user poster created date poster scan,0.0,neutral
5408,aside washing hand frequently use betadine sore throat gargle eliminate minimise germ still throat dripping lung,-1.0,negative
5409,one new zealand receiving hospital level care covid yesterday laboratory completed test bringing total completed date full update http co c bcgni,2.0,positive
5410,female covid patient may produce antibody virus male patient according peer reviewed study journal medical virology study potentially explains female generally le severe symptom http co cwod finpd covidstudy,-2.0,negative
5411,guest novotel two woman uk outstanding staff contacted tested negative tested left,3.0,positive
5412,progressive explain martial law viral law http co ripnkfiznh coronavirus pandemic covid freedom,2.0,positive
5413,famous singer sharda sinha pass away due coronavirus,2.0,positive
5414,garlic prevent coronavirus infection evidence protect people covid ask evidence believing forward ask evidence soon see whatsapp forward tell sender mainbhinewschecker coronavirusfacts http co ehsoolczko,-2.0,negative
5415,mask prevent coronavirus governor would given prison inmate instead releasing,-3.0,negative
5416,cancel ca c exam mergecaexamsjulyandnov icai please take serious covid pandemic icai please change postpone icairespondnow life first pls icai play life understand problem http co nrvmy ndgp,-2.0,negative
5417,photo covid infected god treated hindu priest india,-1.0,negative
5418,rt mohfw india indiafightscorona india overtakes usa becomes term global covid recovery total recovery cross,0.0,neutral
5419,saying die covid alone understand infectious disease work ryan mac phd http co niurrl via webmd,-8.0,negative
5420,tent set next viamed de calahorra hospital la rioja carry rapid test coronavirus,0.0,neutral
5421,number attempt take account common public health method looking impact disease excess mortality reflected chart financial time http co omlu vvy u,-1.0,negative
5422,percentage certified death related covid still epidemic threshold similar observed peak flu season learn http co zp vylo pb,-4.0,negative
5423,prepare possible spread covid community preparation especially important older adult people underlying medical condition learn action take http co sldrvxxfcz http co oruzefgb,2.0,positive
5424,news coronavirus serious imminent threat public health insists serious imminent threat public health http co jluygtxik http co zztcnydw c,-4.0,negative
5425,asian flu hong kong flu swine flu bird flu killed people coronavirus today government never shut anything,-11.0,negative
5426,new cdcmmwr highlight first case covid u household pet occurred two pet cat ny although covid occasionally spread people animal evidence animal play significant role spreading covid http co k kkqs ctb http co jdt kupey,3.0,positive
5427,co led gavi cepivaccines covax facility part access covid tool accelerator ground breaking collaboration accelerate development production equitable access covid test treatment vaccine http co bzvndgpell,0.0,neutral
5428,covid update today update lengthy divided two separate thread one new case managed isolation case woman arrived philippine th august,0.0,neutral
5429,indiafightscorona apart sticker alternate seat officialdmrc strengthening social distancing signage inside train metrobackontrack staysafe http co pwyobp,2.0,positive
5430,daily update published state reported k completed test today nation ever hit k test day june surpassed number past day detail see http co pzrmh bl http co rilqzu wpe,0.0,neutral
5431,day coronavirus crisis white house plan framework philosophy goal real president lead reality tv president http co hn gkkpv,-3.0,negative
5432,total number confirmed case number report world health organization yesterday laboratory completed test bringing total number test completed date,0.0,neutral
5433,youth summer camp administrator cdc tool information help protect camper staff community prevent spread covid post sign easily seen area promote protective measure tip http co bsgspiqw q http co qgajv mtj,3.0,positive
5434,nearly new case recorded india inching towards lakh confirmed case soon supreme court panel recommended resumption physical hearing two three courtroom trial basis two week covid coronavirus http co ebfg ho,6.0,positive
5435,number recovered case unchanged one case remains active additional death report one new zealand receiving hospital level care covid,1.0,positive
5436,cloth face covering may help prevent spread covid widely used public setting wear face covering help protect around others wear one help protect people around including http co tcpn k kot,7.0,positive
5437,new york state hospital reporting thousand fungus lung infection due wearing mask,-2.0,negative
5438,covid update two new case covid report managed isolation facility new zealand today day since last case covid acquired locally unknown source total number active case nz,1.0,positive
5439,sadly people covid hospital today three auckland city four middlemore three north shore one waikato eight people ward three icu one middlemore north shore waikato hospital,-2.0,negative
5440,update covid science covid south korea epidemic characterised large cluster case shincheonji religious group accounted case high volume testing low number death suggests small epidemic report http co lcfch fxct http co uefaj ydtj,-2.0,negative
5441,health care worker selflessly risking life every day front line fight covid hundred paid ultimate price american hero forget sacrifice made care u http co jblso mydb,4.0,positive
5442,one thing note hospitalization data new jersey illinois california including different set people number reporting lower number available ca break confirmed suspected covid case,-1.0,negative
5443,perspective better number separated prevent confusion impression goal post moved,1.0,positive
5444,say queen elizabeth said philippine president rodrigo duterte kind leader know way filipino lucky,5.0,positive
5445,week outbreak concentrating ever south today saw slightly lower percentage case detected region http co kfnxxzmhfq,-2.0,negative
5446,new case recorded india confirmed case tally crossed lakh haryana office shop except providing essential service closed every weekend notice covid coronavirus http co w firththp,0.0,neutral
5447,due covid restriction united kingdom forbidding non established relationship,-3.0,negative
